title,pub_date,status,link,category,preview
(#137) Three Steps to Awakening,"Fri, 07 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-137,Breathwork techniques and how-to,"“ The next step is crucial: you give relaxed, careful attention to respiration and to the obvious, often neglected fact that each one of us is breathing. In other words, you are alive! Did you know that?” – Larry Rosenberg, Three Steps to Awakening It’s Friday, so a new 411 is available. This week, "
(#138) Great Adventures Await You,"Sat, 08 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-138,Breathwork techniques and how-to,"“ But great adventures await you if you give yourself a little time to string moments of awareness together, breath by breath, moment to moment.” ” — Jon Kabat-Zinn P.S. On weekends, I just send a memorable breathing quote for you to enjoy. It’s a productive form of mental rest : )"
(#139) The Wonders and Benefits that Each Breath Offers,"Sun, 09 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-139,Breathwork techniques and how-to,"“ May your adventures be truly great for as long as you take another breath. And may you live long as you seek to discover the wonders and the benefits that each breath has to offer in this, the journey of life.” ” — Rev. Duffy Peet P.S. On weekends, I just send a memorable breathing quote for you t"
(#14) How to Become a World-Class Breather,"Mon, 05 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-14,Breathwork techniques and how-to,"“World-class performers are less about complexity and more about optimizing simplicity…It’s about the fundamentals. But small, daily improvements on the fundamentals every day done with ridiculous consistency creates insane revolutions over time.” - Robin Sharma, Optimize Interview Since you’re read"
(#140) Cleaning Windows,"Mon, 10 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-140,Breathwork techniques and how-to,"I was cleaning windows at my house the other day. I started on the inside. No matter how clean I got it, it still looked dirty until I cleaned the outside too. It was a reminder for me that no matter how much inner work I do with my breathing practice, I still have to keep the environment around me "
(#140x) Imagine,"Mon, 10 Apr 2023 08:11:00 +0000",draft,/the-breathing-1/number-140-x,Breathwork techniques and how-to,"Imagine if we checked in with our breath as much as we checked our phones. Imagine if, when we checked to see what our fitness devices said, we first checked into our bodies to see how we felt before letting the number decide that for us. It’s fun to imagine…"
(#141) Happy World Breathing Day,"Tue, 11 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-141,Breathwork techniques and how-to,"Although every day is World Breathing Day, let’s use this “official” one as a reminder to show gratitude for the fact that we’re alive and breathing, in whatever way is right for you. For me, it’s reading my current favorite quote on breathing: “And beyond improving stress resilience, breath practic"
(#142) Storing Your Breath for Later,"Wed, 12 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-142,Breathwork techniques and how-to,"You can store the power of your slow breathing practice for the rest of your day, week, month, and year through increased vagal tone. It’s kind of like a bank account of slow breathing. \In this way, slow breathing is one of the best investments you can make. It gives you an immediate return of a ca"
(#143) A Force-Multiplier for Any Practice,"Thu, 13 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-143,Contemplative practice and mindfulness,"“We need a force multiplier, like a power-up in a video game. The attentional force multiplier you need to acquire is your capacity to be meta-aware, to notice. To notice when we are not focused or too focused. To notice when we are mentally elsewhere and not in the here and now. To notice what is h"
(#144) Voluntary Control of Respiration Patterns,"Fri, 14 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-144,Breathwork techniques and how-to,"“Any clinician treating patients who manifest excessive stress syndromes should consider controlled respiration as a potentially suitable intervention for virtually all patients.” - Everly and Lating (2019) It’s Friday, so a new Science 411 was just released. Today, we have an awesome one, Voluntary"
(#144) Voluntary Control of Respiration Patterns (Copy),"Fri, 14 Apr 2023 14:23:30 +0000",draft,/the-breathing-1/number-144-9pljc,Breathwork techniques and how-to,"Hey, it’s me for the second time today : ) I'm teaching a new 4-week course called Breathing for Better Mental and Emotional Health. Much of it is inspired by Learning Center Material. It’s going to take place in May during Mental Health Awareness Month. It costs $400, but if you'd like to join, you"
(#145) If Breath Influences Body and Mind…,"Sat, 15 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-145,Breathwork techniques and how-to,"“ [I]f breath influences both the body and the mind, not only physical, mental, and emotional states are reflected in the pattern of breath, but through breathing we can also influence our physical, psychological, and spiritual well-being” ” — Patel (1993) P.S. I found this quote in this chapter ."
"(#146) The Majority Said, “The Breathing”","Sun, 16 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-146,Breathwork techniques and how-to,"“ When we surveyed several hundred patients who had been out of the stress reduction program for a number of years and asked them what the single most important thing they got out of the program was, the majority said, ‘The breathing.’” ” — Jon Kabat-Zinn, Ph.D. P.S. On weekends, I just send a memor"
(#147) You Cannot Fail at This,"Mon, 17 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-147,Breathwork techniques and how-to,"“In fact, in this way of looking at things, there is truly no place else to go , so efforts to get anywhere else are ill conceived. They are bound to lead to frustration and failure. On the other hand, you cannot fail to be where you already are . So you cannot ‘fail’ in your meditation practice if "
(#148) In Anything You Set Out to Do,"Tue, 18 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-148,Breathwork techniques and how-to,"“Working memory is where you hold a goal in mind so you can move toward it. By goal…I mean the micro-intentions and deliberate aim of having a desired outcome for each and every task you engage in—all the decisions, planning, thinking, actions, and behaviors you do over the course of a day: anything"
(#149) Can You Use this Truism?,"Wed, 19 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-149,Breathwork techniques and how-to,"“Of course, it is a truism that none of us can live without breathing. But can you make use of this truism, so that it helps your contemplative life?” - Larry Rosenberg, Three Steps to Awakening Just a question for you today: How might you use this truism to help your life?"
"(#15) Why All Breathwork Works: The Brain, Lungs, and Speed Dial","Tue, 06 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-15,Breathwork techniques and how-to,"“Over thousands of years of evolution, fast and powerful pathways between the respiratory system and the brain have been established. If breathing stops, death occurs within minutes, and so the brain prioritizes messages from the lungs above all others.” - Charley Morley, Wake Up to Sleep This idea "
(#150) Using Neem Karoli’s Advice in Our Practice,"Thu, 20 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-150,Breathwork techniques and how-to,"“If someone was following a given inner path, Neem Karoli always encouraged it. From his perspective the main point was that you do your practice— not try to find the ‘very best.’ Whenever Neem Karoli was asked about which path was best, his answer was ‘Sub ek!’—Hindi for ‘They are all one.’ Everyon"
(#151) Peak Mind,"Fri, 21 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-151,Focus and performance,"“[I]f you come away from this book with anything, I want it to be a clear sense of how important this is. We’re busy. We’re time-pressured. We are always under the gun. But twelve more minutes of work is simply not going to catch you up as much as sitting quietly, and on purpose, with your breath. ”"
(#152) Our Bodies are Joined with the Planet,"Sat, 22 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-152,Breathwork techniques and how-to,"“ Our very bodies are joined with the planet in a continual rhythmic exchange as matter and energy flow back and forth between our bodies and what we call ‘the environment.’ One way this exchange of matter and energy happens is through breathing.” ” — Jon Kabat-Zinn, Ph.D."
(#153) Nose More Important than Vagus Nerve?,"Sun, 23 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-153,Nervous system science,"“ The emerging scenario strongly suggests that the effects of SNB [slow nasal breathing], beyond the relative contribution of vagal stimulation, are mainly ascribable to olfactory epithelium stimulation.” ” — Zaccaro et al. (2022), Neural Correlates of Non-ordinary States of Consciousness in Pranaya"
(#154) You’re More Alive (and live longer),"Mon, 24 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-154,Contemplative practice and mindfulness,"“You're more alive when body and breath are permeated with the energy of awareness.” – Larry Rosenberg, Three Steps to Awakening Remember, we are only present about 50% of the time (see the 1 life-changing idea here ). When we bring awareness to more moments by bringing awareness to our breath, we n"
"(#155) More Human, Not Superhuman","Tue, 25 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-155,Breathwork techniques and how-to,"“It’s very intuitive: If we breathe better…we can deliver more oxygen to our muscles and organs, including the heart and brain, and thus heighten our physical capacity. All we’re really doing is assisting the body in working the way it was meant to work in the first place. ” – Patrick McKeown, The O"
(#156) Upward Spirals in Your Life,"Wed, 26 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-156,Breathwork techniques and how-to,"“In fact, science documents that positive emotions can set off upward spirals in your life, self-sustaining trajectories of growth that lift you up to become a better version of yourself.” – Barbara Fredrickson, Ph.D., Love 2.0 This is the real power of slow breathing. By using your practice to regu"
(#157) It Actually Worked Perfectly,"Thu, 27 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-157,Sleep,"I was so tired this past Saturday night that I fell asleep twice during my nighttime breathing practice. Then, right when it finished, and I was about to fall asleep for good, I thought, “Oh s***, there was a huge package in front of the neighbor’s door!” I knew they were out of town, so I didn’t wa"
(#158) Nasal vs. Vagal Stimulation during Slow Breathing,"Fri, 28 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-158,Breathwork techniques and how-to,"It’s Friday, so we have a new 411 available. As promised on Sunday, it’s on a 2022 paper exploring the differences between vagal stimulation by itself and vagal & nasal stimulation together during slow breathing. It was an amazing paper to read . Here was my 1 Big Takeaway from it: Slow nasal breath"
"(#159) Thought, Emotion, and Behavior","Sat, 29 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-159,Focus and performance,"“ Messages from the respiratory system have rapid, powerful effects on major brain centers involved in thought, emotion, and behavior.” ” — Patricia Gerbarg, MD, and Dr. Richard Brown, MD"
(#16) Natural Resistance Breathing: Aquatic Exercise Strengthens Breathing Muscles,"Wed, 07 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-16,Breathwork techniques and how-to,"“The lungs are receiving a greater volume of blood as well, which, combined with the pressure that water exerts on the chest wall, makes them work harder to breathe—approximately 60% harder than on land. This means that aquatic exercise can strengthen the respiratory muscles and improve their effici"
(#160) Thinking is Entangled with Respiration,"Sun, 30 Apr 2023 08:11:00 +0000",publish,/the-breathing-1/number-160,Breathwork techniques and how-to,"“ Thanks to the regulation of breathing patterns, patterns in our thinking are not just affected, but revealed, together with their entanglement with respiration.” ” — Marco Bernini"
(#161) Turbulence &amp; Contemplative Practices,"Mon, 01 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-161,Contemplative practice and mindfulness,"When you’re flying and hit turbulence, you’re told to put on your seatbelt. It’s reactive. It’s similar to when turbulence hits in our lives. We react and start eating healthy or exercising more. But the regular use of contemplative practices like breathing and meditation are proactive. They help yo"
(#162) Air Candy,"Tue, 02 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-162,Breathwork techniques and how-to,Gratitude turns an ordinary breath into air candy.
(#163) Voice as Meditation,"Wed, 03 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-163,Contemplative practice and mindfulness,"“In the beginning was the voice. Voice is sounding breath, the audible sign of life.” – Otto Jespersen Treating voice as breath—so obvious, yet I hadn’t thought about it until reading this in Breath Taking —is another way to bring mindfulness into your day. When you’re listening to music or to a per"
(#164) Why Dr. Weil Recommends Breathing to Everyone,"Thu, 04 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-164,Breathwork techniques and how-to,"“I recommend breath work to almost all patients that I see because, in my experience, stress is a primary cause (or an aggravating cause) of most cases of illness. And even if people have diseases that clearly have organic physical causes, relaxation can nonetheless benefit them and help their body’"
(#165) Full Catastrophe Living,"Fri, 05 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-165,Focus and performance,"“Right in the simple old breath…lies a completely overlooked source of power to transform our lives. All we need to do to make use of it is to deepen our attentional skills and our patience.” – Jon Kabat-Zinn, Ph.D., Full Catastrophe Living It’s Friday, so a new 411 has been released. This week it i"
(#166) The Heart of All Life,"Sat, 06 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-166,Focus and performance,"“ In addition, the mental component of breath is a sense of rhythmic expansion and contraction. And I think that connects us to every other living thing because all living organisms breathe. So that same rhythm is at the center of the heart of all life.” ” — Andrew Weil, MD"
(#167) The Paradox of a Lifetime,"Sun, 07 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-167,Other,"“ Paradoxically, it takes time to become what we already are.” ” — Rick Hanson, Ph.D."
(#168) Which is Better to Have?,"Mon, 08 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-168,Other,"“Is there a separation between body and mind, and if so which is it better to have?” — Woody Allen That’s a fun, hypothetical question to consider… Sometimes a bit of humor is the best way to highlight the irrationality of an argument 😊"
(#169) Water &amp; Breath,"Tue, 09 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-169,Breathwork techniques and how-to,"“Petr Janata…is a cognitive neuroscientist and expert on music in the brain. He theorizes that the low frequency of the sound of water, coupled with its rhythmic nature, is similar to the frequency and rhythm of human breath. …‘If I ask you to close your eyes and turn on a recording of the ocean, I "
(#17) Exercise Your Rich Inner Core (not your abs or diaphragm),"Thu, 08 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-17,Breathwork techniques and how-to,"“ More and more, I became convinced that our bodies are wired to benefit from exercising not only our muscles but our rich inner, human core — our beliefs, values, thoughts, and feelings. ” - Herbert Benson, MD, Timeless Healing What better way to exercise and express those than a daily self-care ri"
(#170) The Only Thing We Can Master,"Wed, 10 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-170,Breathwork techniques and how-to,"“The only thing that we can control and master is our own spiritual path.” - Anyen Rinpoche & Allison Choying Zangmo Sometimes I think, “If I could only talk to this person, I could help them.” Or, “If only people would stop watching the news so much, we’d all be a lot nicer to each other.” But this"
(#171) How to Find the Perfect Practice,"Thu, 11 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-171,Breathwork techniques and how-to,"If you studied basketball in great detail, you could probably find a lot of health benefits. If you studied surfing in great detail, you could probably find a lot of health benefits. If you studied tennis in great detail, you could probably find a lot of health benefits Likewise: If you study slow b"
(#172) Slow Breathing May Reduce Risk of Alzheimer’s,"Fri, 12 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-172,Breathwork techniques and how-to,"“As far as we can tell from the published literature and ClinicalTrials.gov searches, this study provides the first evidence of a behavioral intervention that reduces Aβ levels (measured with plasma, CSF or PET) compared to a randomized control group.” – Nature Sci Rep (2023) This week’s 411 is on a"
"(#173) Child-like Mental Flexibility, Adult-like Purpose","Sat, 13 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-173,Focus and performance,"“ The breathing will seamlessly bring you back to the natural mental and emotional flexibility you had as a child, but with the direction and purpose you have as an adult.” ” — Richard Brown, MD, and Patricia Gerbarg, MD P.S. On weekends, I just send a memorable breathing quote for you to enjoy. It’"
(#174) Our Highest Form of Love,"Sun, 14 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-174,Focus and performance,"“ Attention, both its receptive and concentrative forms, is not only a precious brain resource—it’s a currency, one of our most valuable currencies. The people in our lives notice what, where, and who we spend it on. Attention, in a lot of ways, is our highest form of love.” ” — Amishi Jha, Ph.D. P."
(#175) One Sentence on Gratitude &amp; Breathing,"Mon, 15 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-175,Breathwork techniques and how-to,Slow breathing is to breathing exercises what gratitude is to journaling.
(#176) The Curation Meditation,"Tue, 16 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-176,Contemplative practice and mindfulness,"Here’s a way to make meditation fun: Instead of focusing on one object, try to “curate your thoughts.” Watch them all go by and see if you can find any good ones. Your mind thinks; you just listen for the fun and exciting stuff. We can call it The Curation Meditation : ) *** P.S. In my newsletter on"
(#177) The Breathing Pole Vaulter,"Wed, 17 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-177,Breathwork techniques and how-to,"“Listening to them, one image that came to mind was that of the polevaulter. At first, the athlete needs a pole to propel him or herself to a great height. At a certain point, the athlete has to release the pole and just jump. ” – Larry Rosenberg, Three Steps to Awakening This is an excellent analog"
"(#178) Breathing, Brandy, and Wine: An Analogy","Thu, 18 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-178,Breathwork techniques and how-to,"“That’s a very interesting clue as to the meaning of spirit, and I think that it’s possible to look at breath in relation to body in the same way that we could look at Brandy in relation to wine. That breath represents the concentrated, distilled essence of being. And that it is nonphysical, it is i"
(#179) Altered Traits,"Fri, 19 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-179,Breathwork techniques and how-to,"“As practice continues and breathing becomes progressively slower, the body adjusts its physiological set point for its respiratory rate accordingly. That’s a good thing. While chronic rapid breathing signifies ongoing anxiety, a slower breath rate indicates reduced autonomic activity, better mood, "
(#18) New Science 411 (a must-read): The Famous 10-18% Nasal Breathing Study,"Fri, 09 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-18,Breathwork techniques and how-to,"“ We here show that arterial oxygenation is improved in healthy awake subjects during nasal breathing as compared with mouth breathing. ” - Lundberg et al. (1996) It’s Friday, so a new Science 411 is now available. It’s the study behind the “ nose breathing increases oxygenation ” line you see every"
(#180) A Shadow of Happiness,"Sat, 20 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-180,Other,"“ We are what we think, all that we are arises with our thoughts, with our thoughts we make the world. Speak or act with a pure mind, and happiness will follow you as your shadow, unshakable.” ” — Buddha"
(#181) Focusing on Others,"Sun, 21 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-181,Focus and performance,"“ Sharing another person’s feelings of distress need not be a downer. As Dr. Aaron Beck…has said, when you focus on someone else’s suffering, you forget your own troubles.” ” — Daniel Goleman, Ph.D. & Richard Davidson, Ph.D."
(#182) Ongoing Awareness,"Mon, 22 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-182,Contemplative practice and mindfulness,"“Our breathing has the added virtue of being a very convenient process to support ongoing awareness in our daily lives. As long as we are alive, it is always with us. We can’t leave home without it.” – Jon Kabat-Zinn, Ph.D., Full Catastrophe Living Let’s make sure we check in on this “very convenien"
(#183) A Natural Antioxidant,"Tue, 23 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-183,Breathwork techniques and how-to,"A 2017 study had type-1 diabetics breathe extra oxygen. Blood pressure and arterial stiffness increased, indicating a rise in oxidative stress . Then, they had them breathe extra oxygen again, but this time while breathing slowly at 6 breaths a minute. Slow breathing offset the harmful effects of ex"
(#184) Laughing Monks: A Story to Contemplate,"Wed, 24 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-184,Contemplative practice and mindfulness,"“For example, when Varela put on an EEG cap, which uses electrodes to measure electrical activity in the brain, monks from the Institute of Buddhist Dialectics in Dharamsala laughed and said, ‘How could we be measuring anything to do with the mind by putting a cap on the head? The mind is here!’—poi"
(#185) One of My New Favorite Words,"Thu, 25 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-185,Focus and performance,"“People talk a lot about resilience. What you’ll learn in this book is really about what I call “pre-silience.” Resilience means bouncing back from adversity. But what we want is to train our minds so that we maintain our capacities even as we are experiencing challenge .” – Amishi Jha, Ph.D., Peak "
(#186) Amplifying Benefits: Mindfulness + Slow Breathing,"Fri, 26 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-186,Breathwork techniques and how-to,"It’s Friday, so a new 411 is available : Acute fall and long-term rise in oxygen saturation in response to meditation. Hundreds (maybe thousands) of studies have been performed on slow breathing. From my understanding, the most significant adverse effect that’s ever been discovered from this researc"
(#187) Rhythm of the Mind,"Sat, 27 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-187,Breathwork techniques and how-to,"“Gandhi used to walk for miles every day repeating it to himself until the rhythm of the mantram and his footsteps began to stabilize the rhythm of his breathing, which is closely connected with the rhythm of the mind.” – Eknath Easwaran P.S. Speaking of mantras, don’t forget to check out the new Sc"
(#188) Be Devoted,"Sun, 28 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-188,Breathwork techniques and how-to,"“Be devoted to the breath and renounce everything else.” – Eugene Cash P.S. Not all the time, of course, but for short, dedicated periods : )"
(#189) Toward Our Better Nature,"Mon, 29 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-189,Contemplative practice and mindfulness,"“As we see it, the most compelling impacts of meditation are not better health or sharper business performance but, rather, a further reach toward our better nature.” - Daniel Goleman, Ph.D. & Richard Davidson, Ph.D., Altered Traits I think this is true of any contemplative practice: meditation, bre"
(#19) Circulating Spirit,"Sat, 10 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-19,Breathwork techniques and how-to,"“ If the spirit is circulating, the breath is circulating. If the spirit stays still then the breath remains, too. ” — The Primordial Breath, Volume I P.S. On weekends, I just send a memorable breathing quote for you to enjoy. It’s a productive form of mental rest : )"
(#190) The Tip (or nose) of the Iceberg,"Tue, 30 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-190,Breathwork techniques and how-to,"“The nose you see on your face comprises approximately 30 percent of its volume. It is the tip of the iceberg, so to speak, with the remaining 70 percent of the nasal cavity set deep within the skull.” – Patrick McKeown, The Oxygen Advantage Just some neat numbers today to remind us of how amazing o"
(#191) Loud Breathing in Yoga: Beyond Respiratory Physiology?,"Wed, 31 May 2023 08:11:00 +0000",publish,/the-breathing-1/number-191,Breathwork techniques and how-to,"In The Joy of Movement , Kelly McGonigal has a fascinating passage about how loud breathing during yoga might be a critical component of social bonding and group flow: “Studies show that yoga, like dancing, can create social bonds. … The breath becomes the beat that drives the flow of poses, and the"
(#192) Breathing vs. Intention&nbsp;,"Thu, 01 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-192,Breathwork techniques and how-to,"“Under normal circumstances, these conditions are considered damaging and would require medical care. (//) But something else happens when we practice these techniques willingly, when we consciously push our bodies into these states for a few minutes, or hours, a day. In some cases, they can radical"
(#193) The Healing Power of Meditation,"Fri, 02 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-193,Contemplative practice and mindfulness,"“What if learning how to inhabit silence and stillness and awareness—especially when you do so with kindness, with patience, and with self-compassion—is itself healing?” – Jon Kabat-Zinn, Ph.D., The Healing Power of Meditation It’s Friday, so we have a new 411 available: The Healing Power of Meditat"
(#194) The Hardest Thing in the World,"Sat, 03 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-194,Contemplative practice and mindfulness,"""The hardest thing in the world is to simplify your life because everything is pulling you to be more and more complex."" - Yvon Chouinard P.S. On weekends, I just send a memorable quote for you to enjoy & contemplate : )"
(#195) Gaining Mind Mastery,"Sun, 04 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-195,Breathwork techniques and how-to,"“So what makes breathing so effective? It’s very difficult to talk your way out of strong emotions like stress, anxiety, or anger…But with breathing techniques, it is possible to gain some mastery over your mind.” - Harvard Business Review, Research: Why Breathing Is So Effective at Reducing Stress"
(#196) What Emotions (and breathing) Show Us,"Mon, 05 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-196,Breathwork techniques and how-to,"“‘Emotions show us where to direct our attention. Rather than obscure the path, they can clarify and sharpen it.’ (//) In other words, emotions tell us about what matters to us.” – Erika Rosenberg, Ph.D., The Healing Power of Meditation That’s an amazing way to reframe emotions. Rather than being so"
(#197) Neuroplasticity &amp; the Gratitude Breath,"Tue, 06 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-197,Breathwork techniques and how-to,"“Every time you take in the good, you build a little bit of neural structure. Doing this a few times a day—for months and even years—will gradually change your brain, and how you feel and act, in far-reaching ways.” – Rick Hanson, Ph.D., Buddha’s Brain Here’s a simple way to take in the good—that is"
(#198) Become More Fortunate,"Wed, 07 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-198,Breathwork techniques and how-to,"“The most fortunate are those who have a wonderful capacity to appreciate again and again, freshly and naively, the basic goods of life, with awe, pleasure, wonder and even ecstasy.” – Abraham Maslow Yesterday , we learned a simple 1-2 breath gratitude practice. What better way to appreciate again a"
(#199) The Real-Life Power of Contemplative Practice,"Thu, 08 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-199,Contemplative practice and mindfulness,"“We will be doing this so that rather than destroying us or robbing us of our power and our hope, the storms of life will strengthen us as they teach us about living, growing, and healing in a world of flux, change, and sometimes great pain.” – Jon Kabat-Zinn, Full Catastrophe Living Of course, ther"
(#2) The Four Qualities of Breath We Want to Develop to Feel Better,"Wed, 23 Nov 2022 09:11:00 +0000",publish,/the-breathing-1/number-2,Breathwork techniques and how-to,"“One of the essential techniques that I distill from this body of knowledge about pranayama is that the qualities of breath that you want to develop are to make it deeper, slower, quieter, and more regular.” - Andrew Weil, MD, Breathing: The Master Key to Self Healing These are the qualities we want"
(#20) Releasing Tensions,"Sun, 11 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-20,Breathwork techniques and how-to,"“ Our breathing is designed to help us release any tensions that have become so much a part of us that we no longer sense their presence. ” — Carla Melucci Ardito P.S. On weekends, I just send a memorable breathing quote for you to enjoy. It’s a productive form of mental rest : )"
(#200) How Nasal Breathing Counteracts Gravity,"Fri, 09 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-200,Breathwork techniques and how-to,"“In this work, we have demonstrated that nasal breathing counteracts the effects of gravity on pulmonary blood flow in the upright position by redistribution of blood to the nondependent lung regions.” – Sánchez Crespo et al. (2010) It’s Friday, so a new 411 was just released. In this one, you’ll le"
(#201) Since Earliest History…,"Sat, 10 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-201,Personal and newsletter style,"“Since earliest history, virtually every major psychospiritual system seeking to comprehend human nature has viewed breath as a crucial link between the material world, the human body, the psyche, and the spirit.” — Stanislav & Christina Grof P.S. On weekends, I just send a memorable quote for you t"
(#202) All Persons Going to Sleep Should Think,"Sun, 11 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-202,Sleep,"“All persons going to sleep should think, not of their business, not of their riches or poverty, their pains or their pleasures, but, of what are of infinitely greater importance to them, their lungs; their best friends, that have kept them alive through the day.” — George Catlin P.S. On weekends, I"
(#203) Why We Use the Breath for Attention,"Mon, 12 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-203,Focus and performance,"“…we use the breath for a couple of important reasons: It anchors us in the body. It allows us to experience the body sensations that are unfolding in real time as we breathe, in the here and now. This helps us more easily catch when our minds have wandered away from these sensations to thoughts abo"
(#204) Flip the Script,"Tue, 13 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-204,Breathwork techniques and how-to,"“When we create conditions that are ideal for deep rest—feeling safe, engaging in a mind-body practice, or being in nature—our breathing will often change naturally as the body adjusts. Today, we flip that. We start with the breath . When we practice the kind of breathing our body wants to do in a d"
(#205) Seeing More Joy,"Wed, 14 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-205,Breathwork techniques and how-to,Doing a deliberate slow nasal breathing practice first thing every morning is like putting on joy contacts to start your day.
(#206) Enhancing Life Outside of Practice,"Thu, 15 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-206,Breathwork techniques and how-to,"“We expand our inner presence and relaxation…and, over time, we find more and more of that inner expansion and relaxation in daily life. The same is true of doing deep meditation (more inner silence in life), yoga postures (more flexibility in life) and other yoga practices on a daily basis. It all "
(#207) The Stress Prescription,"Fri, 16 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-207,Anxiety and stress,"“It’s quite amazing: we can control our breath, which means we can control the state of our autonomic nervous system and even our state of consciousness. By altering our breath, we also influence our emotional state, pushing us toward calm, joy, and equanimity.” – Elissa Epel, Ph.D., The Stress Pres"
(#208) Right in the Simple Old Breath,"Sat, 17 Jun 2023 08:11:00 +0000",publish,/the-breathing-1/number-208,Breathwork techniques and how-to,“Right in the simple old breath…lies a completely overlooked source of power to transform our lives. All we need to do to make use of it is to deepen our attentional skills and our patience.” – Jon Kabat-Zinn
(#21) &nbsp;Is this the Most Therapeutic Breathing Exercise?,"Mon, 12 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-21,Breathwork techniques and how-to,The best (and most therapeutic) form of mouth breathing is ________. Laughter. It may be the most therapeutic “breathing exercise” of all 😊 Don’t forget to practice it today.
